book,chapter,id,problem,translation,answer,value,expression,algorithm_id,hint
九章算术,卷第七　盈不足,〔一三〕,今有醇酒一斗，直钱五十；行酒一斗，直钱一十。今将钱三十，得酒二斗。问︰醇、行酒各得几何？,现在这里有每斗醇酒价值五十，每斗行酒价值十块。现在花了三十元，获得了两斗酒。问：醇酒和行酒各得到了多少？,醇酒二升半，行酒一斗七升半。,,,32,假令醇酒五升，行酒一斗五升，有馀一十。令之醇酒二升，行酒一斗八升，不足二。
九章算术,卷第七　盈不足,〔一四〕,今有大器五、小器一容三斛；大器一、小器五容二斛。问︰大、小器各容几何？,现在有五件大器物和一件小器物，可以容纳三斛的物品；有一件大器物和五件小器物，可以容纳二斛的物品。问：大器物和小器物分别可以容纳多少的物品？,大器容二十四分斛之十三，小器容二十四分斛之七。,,,32,假令大器五斗，小器亦五斗，盈一十斗。令之大器五斗五升，小器二斗五升，不足二斗。
九章算术,卷第七　盈不足,〔一五〕,今有漆三得油四，油四和漆五。今有漆三斗，欲令分以易油，还自和馀漆。问︰出漆、得油、和漆各几何？,三份漆可以换四份油，四份油可以和五份漆。现在有三斗漆，想要将其分成两份，一份用来换油，剩下的和漆。问：出让的漆、换得的油、和漆各有多少？,出漆一斗一升、四分升之一，得油一斗五升，和漆一斗八升，四分升之三。,,,32,假令出漆九升，不足六升。令之出漆一斗二升，有馀二升。
九章算术,卷第七　盈不足,〔一六〕,今有玉方一寸，重七两；石方一寸，重六两。今有石立方三寸，中有玉，并重十一斤。问︰玉、石重各几何？,现在有一块方玉，边长一寸，重量为七两；现在有一块方石头，边长一寸，重量为六两；现在有一块方石头，边长三寸，其中包含一块玉，重量为十一斤。问：玉和石头的重量各是多少？,玉一十四寸，重六斤二两。石一十三寸，重四斤十四两。,,,32,假令皆玉，多十三两。令之皆石，不足十四两。不足为玉，多为石。各以一寸之重乘之，得玉石之积重。
九章算术,卷第七　盈不足,〔一七〕,今有善田一亩，价三百；恶田七亩，价五百。今并买一顷，价钱一万。问︰善、恶田各几何？,现在有善田一亩，价格三百元；恶田七亩，价格五百元。现在要将这两种田购买一顷，价格一万元，问善田和恶田各是多少？,善田一十二亩半，恶田八十七亩半。,,,32,"假令善田二十亩，恶田八十亩，多一千七百一十四钱、七分钱之二。
令之善田一十亩，恶田九十亩，不足五百七十一钱、七分钱之三。"
九章算术,卷第七　盈不足,〔一八〕,今有黄金九枚，白银一十一枚，称之重适等。交易其一，金轻十三两。问︰金、银一枚各重几何？,现在有九块黄金和十一块白银，它们的质量相同。如果将其中一块黄金和白银进行交换，那么黄金的重量就会轻十三两。问：每块黄金和每块白银的重量各是多少？,金重二斤三两一十八铢，银重一斤十三两六铢。,,,32,"假令黄金三斤，白银二斤、一十一分斤之五，不足四十九，于右行。
令之黄金二斤，白银一斤、一十一分斤之七，多一十五于左行。以分母各乘其行内之数，以盈不足维乘所出率，并以为实。并盈不足为法。实如法，得黄金重。分母乘法以除，得银重。约之得分也。"
九章算术,卷第七　盈不足,〔一九〕,今有良马与驽马发长安至齐。齐去长安三千里。良马初日行一百九十三里，日增十三里。驽马初日行九十七里，日减半里。良马先至齐，复还迎驽马。问︰几何日相逢及各行几何？,translation,一十五日、一百九十一分日之一百三十五而相逢。良马行四千五百三十四里、一百九十一分里之四十六。 驽马行一千四百六十五里、一百九十一分里之一百四十五。,,,32,假令十五日，不足三百三十七里半。令之十六日，多一百四十里。以盈、不足维乘假令之数，并而为实。并盈不足为法。实如法而一，得日数。不尽者，以等数除之而命分。
九章算术,卷第七　盈不足,〔二〇〕,今有人持钱之蜀，贾利十三。初返归一万四千，次返归一万三千，次返归一万二千，次返归一万一千，后返归一万。凡五返归钱，本利俱尽。问︰本持钱及利各几何？,现在有一个人带着钱去蜀地，利息十中取三。最初返回时，还钱一万四千，第二次返回时，还钱一万三千，第三次返回时，还钱一万两千，第四次返回时，还钱一万一千，后一次返回时，还钱一万。经过五次还钱，本利全部还完。问：这个人借的本钱和还的利息各是多少？,本三万四百六十八钱、三十七万一千二百九十三分钱之八万四千八百七十六。利二万九千五百三十一钱、三十七万一千二百九十三分钱之二十八万六千四百一十七。,,,32,假令本钱三万，不足一千七百三十八钱半。令之四万，多三万五千三百九十钱八分。
九章算术,卷第八　方程,〔一〕,今有上禾三秉，中禾二秉，下禾一秉，实三十九斗； 上禾二秉，中禾三秉，下禾一秉，实三十四斗； 上禾一秉，中禾二秉，下禾三秉，实二十六斗。 问︰上、中、下禾实一秉各几何？,现有三秉上禾、二秉中禾和一秉下禾，总共得到三十九斗；二秉上禾、三秉中禾和一秉下禾，总共得到三十四斗；一秉上禾、二秉中禾和三秉下禾，总共得到二十六斗。问上、中、下禾一秉各能得到多少斗？,上禾一秉，九斗、四分斗之一，中禾一秉，四斗、四分斗之一，下禾一秉，二斗、四分斗之三。,,,33,方程术曰，置上禾三秉，中禾二秉，下禾一秉，实三十九斗，于右方。中、左禾列如右方。以右行上禾遍乘中行而以直除。又乘其次，亦以直除。然以中行中禾不尽者遍乘左行而以直除。左方下禾不尽者，上为法，下为实。实即下禾之实。求中禾，以法乘中行下实，而除下禾之实。馀如中禾秉数而一，即中禾之实。求上禾亦以法乘右行下实，而除下禾、中禾之实。馀如上禾秉数而一，即上禾之实。实皆如法，各得一斗。
九章算术,卷第八　方程,〔二〕,今有上禾七秉，损实一斗，益之下禾二秉，而实一十斗。下禾八秉，益实一斗与上禾二秉，而实一十斗。问︰上、下禾实一秉各几何？,现在有七秉上禾，从其所产粮食中减少一斗，增加下禾两秉，所得粮食共十斗。同时，下禾有八秉，在所得粮食中增加一斗，与上禾两秉所得粮食共十斗。问：上禾和下禾一秉各产多少粮食？,上禾一秉实一斗、五十二分斗之一十八，下禾一秉实五十二分斗之四十一。,,,33,如方程。损之曰益，益之曰损。损实一斗者，其实过一十斗也。益实一斗者，其实不满一十斗也。
九章算术,卷第八　方程,〔三〕,今有上禾二秉，中禾三秉，下禾四秉，实皆不满斗。上取中，中取下，下取上各一秉而实满斗。问︰上、中、下禾实一秉各几何？,现有二秉上禾、三秉中禾和四秉下禾，它们的禾籽粒都不能装满一斗。将一秉上禾分给下禾，一秉中禾移给上禾，一秉下禾移给中禾，得到的禾籽粒都填满一斗。问：上、中、下禾一秉能产籽粒各有多少？,上禾一秉实二十五分斗之九，中禾一秉实二十五分斗之七，下禾一秉实二十五分斗之四。,,,33,"如方程，各置所取，以正负术入之。
正负术曰：同名相除，异名相益，正无入负之，负无入正之。其异名相除，同名相益，正无入正之，负无入负之。"
九章算术,卷第八　方程,〔四〕,今有上禾五秉，损实一斗一升，当下禾七秉。上禾七秉，损实二斗五升，当下禾五秉。问︰上、下禾实一秉各几何？,现在有五秉上禾，减去一斗一升的粮食，相当于下禾七秉。七秉上禾，减少二斗五升的粮食，相当于下禾五秉。问：上禾和下禾每秉产粮食各是多少？,上禾一秉五升，下禾一秉二升。,,,33,如方程，置上禾五秉正，下禾七秉负，损实一斗一升正。次置上禾七秉正，下禾五秉负，损实二斗五升正。以正负术入之。
九章算术,卷第八　方程,〔五〕,今有上禾六秉，损实一斗八升，当下禾一十秉。下禾十五秉，损实五升，当上禾五秉。问︰上、下禾实一秉各几何？,现在有上禾六秉，所产粮食减去一斗八升，相当于下禾十秉。下禾十五秉，所产粮食减去五升，相当于上禾五秉。问：上禾、下禾每秉产粮食各是多少？,上禾一秉实八升，下禾一秉实三升。,,,33,如方程，置上禾六秉正，下禾一十秉负，损实一斗八升正。次置上禾五秉负，下禾一十五秉正，损实五升正。以正负术人之。
九章算术,卷第八　方程,〔六〕,今有上禾三秉，益实六斗，当下禾十秉。下禾五秉，益实一斗，当上禾二秉。问︰上、下禾实一秉各几何？,现在有上禾三秉，所产粮食增加六斗，相当于下禾十秉的收成。而下禾五秉，增加了一斗的收成，相当于上禾二秉的收成。问：上禾、下禾一秉收成各是多少？,上禾一秉实八斗，下禾一秉实三斗。,,,33,如方程，置上禾三秉正，下禾一十秉负，益实六斗负。次置上禾二秉负，下禾五秉正，益实一斗负。以正负术入之。
九章算术,卷第八　方程,〔七〕,今有牛五、羊二，直金十两。牛二、羊五直金八两。问︰牛羊各直金几何？,现在有五头牛和二头羊，总共价值十两金。二头牛和五头羊总共价值八两金。问：牛和羊各价值多少金？,牛一，直金一两、二十一分两之一十三，羊一，直金二十一分两之二十。,,,33,如方程。
九章算术,卷第八　方程,〔八〕,今有卖牛二、羊五，以买十三豕，有馀钱一千。卖牛三、豕三，以买九羊，钱适足。卖羊六、豕八，以买五牛，钱不足六百。问︰牛、羊、豕价各几何？,现在有卖二头牛、五头羊，购买十三只豕，还有多余的钱一千元。有卖三头牛、三只豕，买九只羊，钱刚好足够。若卖六只羊、八头豕，买五只牛，钱不够，差六百元。问牛、羊、豕的价各是多少？,牛价一千二百，羊价五百，豕价三百。,,,33,如方程，置牛二、羊五正，豕一十三负，馀钱数正；次牛三正，羊九负，豕三正；次牛五负，羊六正，豕八正，不足钱负。以正负术入之。
九章算术,卷第八　方程,〔九〕,今有五雀、六燕，集称之衡，雀俱重，燕俱轻。一雀一燕交而处，衡适平。并燕、雀重一斤。问︰燕、雀一枚各重几何？,现在有五只雀和六只燕子，它们聚集在一起称量，雀都很重，燕都很轻。如果一只雀和一只燕相互交换，称能平衡。称量所有雀和燕刚好是一斤。问：燕和雀一枚各重多少？,雀重一两、一十九分两之十三，燕重一两、一十九分两之五。,,,33,如方程，交易质之，各重八两。
九章算术,卷第八　方程,〔一〇〕,今有甲乙二人持钱不知其数。甲得乙半而钱五十，乙得甲太半而亦钱五十。问︰甲、乙持钱各几何？,现在有甲乙两人，他们不知道各自持有多少钱。甲得到了乙的一半，就有五十钱；乙得到了甲的太半，也有五十钱。问..甲、乙各自持有多少钱？,甲持三十七钱半，乙持二十五钱。,,,33,如方程，损益之。
九章算术,卷第八　方程,〔一一〕,今有二马、一牛价过一万，如半马之价。一马、二牛价不满一万，如半牛之价。问︰牛、马价各几何？,现在有两匹马，一头牛的价格超过了一万元，超出部分相当于半马的价格。一匹马的价格不满一万元，不足部分相当于半牛的价格。问：牛和马的价格各是多少？,马价五千四百五十四钱、一十一分钱之六，牛价一千八百一十八钱、一十一分钱之二。,,,33,如方程，损益之。
九章算术,卷第八　方程,〔一二〕,今有武马一匹，中马二匹，下马三匹，皆载四十石至阪，皆不能上。武马借中马一匹，中马借下马一匹，下马借武马一匹，乃皆上。问︰武、中、下马一匹各力引几何？,现在有一匹武马、两匹中马和三匹下马，它们一共載了四十石，到达了一个坂坡，但都无法爬上去. 武马借走了一匹中马，中马借走了一匹下马，最后下马借走了一匹武马，它们都能爬上坂坡。问：每匹武马、中马和下马各能够拉动多少石头呢？,武马一匹力引二十二石、七分石之六，中马一匹力引十七石、七分石之一，下马一匹力引五石、七分石之五。,,,33,如方程各置所借，以正负术入之。
九章算术,卷第八　方程,〔一三〕,今有五家共井，甲二绠不足，如乙一绠； 乙三绠不足，如丙一绠； 丙四绠不足，如丁一绠； 丁五绠不足，如戊一绠； 戊六绠不足，如甲一绠。 如各得所不足一绠，皆逮。问︰井深、绠长各几何？,现在有五家共用一口井，甲家有二根相同长的绠，但是够不到水，就向乙家借了一根绠； 乙家有三根相同的绠，但是也够不到水，就向丙家借了一根绠； 丙家有四根相同的绠，但是够不到水，就向丁家借了一根绠；丁家有五条相同的绠，但是够不到水，就向戊家借了一根绠；戊家有六条相同的绠，但是仍然够不到水，就向甲家借了一根绠。 如果各家借到绠，都能够到水。那么井深和各家绠长各是多少？,井深七丈二尺一寸。甲绠长二丈六尺五寸，乙绠长一丈九尺一寸，丙绠长一丈四尺八寸，丁绠长一丈二尺九寸，戊绠长七尺六寸。,,,33,如方程，以正负术入之。
九章算术,卷第八　方程,〔一四〕,今有白禾二步、青禾三步、黄禾四步、黑禾五步，实各不满斗。白取青、黄，青取黄、黑，黄取黑、白，黑取白、青，各一步，而实满斗。问︰白、青、黄、黑禾实一步各几何？,现在有一些白禾有两步，青禾有三步，黄禾有四步，黑禾有五步，但它们的实际都不满一斗。白禾取青禾和黄禾，青禾取黄禾和黑禾，黄禾取黑禾和白禾，黑禾取白禾和青禾，各取一步，然后它们都满了一斗。问：白、青、黄、黑禾每步的果实各是多少？,白禾一步实一百一十一分斗之三十三， 青禾一步实一百一十一分斗之二十八， 黄禾一步实一百一十一分斗之一十七， 黑禾一步实一百一十一分斗之一十。,,,33,如方程，各置所取，以正负术入之。
九章算术,卷第八　方程,〔一五〕,今有甲禾二秉、乙禾三秉、丙禾四秉，重皆过于石。甲二重如乙一，乙三重如丙一，丙四重如甲一。问︰甲、乙、丙禾一秉各重几何？,现在有甲、乙、丙三种禾苗，每个禾苗的重量都超过了一石。甲禾有二秉，乙禾有三秉，丙禾有四秉。甲禾的重量等于一石外加一秉乙禾重量，乙禾的重量等于一石外加一石丙禾的重量，丙禾的重量等于一石外加一秉甲禾的重量。问：甲、乙、丙三种禾苗每秉各重多少？,甲禾一秉重二十三分石之十七，乙禾一秉重二十三分石之十一，丙禾一秉重二十三分石之十。,,,33,如方程，置重过于石之物为负。以正负术入之。
九章算术,卷第八　方程,〔一六〕,今有令一人、吏五人、从者一十人，食鸡一十；令一十人、吏一人、从者五人，食鸡八；令五人、吏一十人、从者一人，食鸡六。问︰令、吏、从者食鸡各几何？,现在有一个令(官职名)，有五个吏(官职名)，有十个从者(士兵)，一共吃了十只鸡。令十人，吏一人，从者五人，总共吃八只鸡。令五人，吏十人，从者一人，总共吃六只鸡。问：令、吏、从者各自分到多少只鸡？,令一人食一百二十二分鸡之四十五，吏一人食一百二十二分鸡之四十一，从者一人食一百二十二分鸡之九十七。,,,33,如方程，以正负术入之。
九章算术,卷第八　方程,〔一七〕,今有五羊、四犬、三鸡、二兔，直钱一千四百九十六；四羊、二犬、六鸡、三兔直钱一千一百七十五；三羊、一犬、七鸡、五兔，直钱九百五十八；二羊、三犬、五鸡、一兔，直钱八百六十一。问︰羊、犬、鸡、兔价各几何？,现在这里有五只羊、四只犬、三只鸡和二只兔子，价值一千四百九十六元。接着，有四只羊、两只犬、六只鸡和三只兔子，价值一千一百七十五元。有三只羊、一只犬、七只鸡和五只兔子，价值九百五十八元。最后，有两只羊、三只犬、五只鸡和一只兔子，价值八百六十一元。那么，羊、犬、鸡、兔的价格也分别是多少？,羊价一百七十七，犬价一百二十一，鸡价二十三，兔价二十九。,,,33,如方程，以正负术入之。
九章算术,卷第八　方程,〔一八〕,今有麻九斗、麦七斗、菽三斗、答二斗、黍五斗，直钱一百四十；麻七斗、麦六斗、菽四斗、答五斗、黍三斗，直钱一百二十八；麻三斗、麦五斗、菽七斗、答六斗、黍四斗，直钱一百一十六；麻二斗、麦五斗、菽三斗、答九斗、黍四斗，直钱一百一十二；麻一斗、麦三斗、菽二斗、答八斗、黍五斗，直钱九十五。问︰一斗直几何？,现在有麻九斗、麦七斗、菽三斗、答二斗、黍五斗，总共价值一百四十；麻七斗、麦六斗、菽四斗、答五斗、黍三斗，总共价值一百二十八；麻三斗、麦五斗、菽七斗、答六斗、黍四斗，总共价值一百一十六；麻二斗、麦五斗、菽三斗、答九斗、黍四斗，总共价值一百一十二块大洋；麻一斗、麦三斗、菽二斗、答八斗、黍五斗，总共价值九十五。那么，每种作物一斗各多少钱呢？,麻一斗七钱，麦一斗四钱，菽一斗三钱，答一斗五钱，黍一斗六钱。,,,33,如方程，以正负术入之。
九章算术,卷第九　句股,〔一〕,今有句三尺，股四尺，问︰为弦几何？,直角三角形，一个直角边长三尺，另一个直角边长四尺，问斜边长多少？,五尺。,,,34,
九章算术,卷第九　句股,〔二〕,今有弦五尺，句三尺，问︰为股几何？,现有直角三角形，有五尺长的斜边，短直角边为三尺，问另一边长是多少？,四尺。,,,34,
九章算术,卷第九　句股,〔三〕,今有股四尺，弦五尺，问︰为句几何？,现在有一个直角三角形，长直角边长四尺、斜边长五尺，请问另一边长多少？,三尺。,,,34,
九章算术,卷第九　句股,〔四〕,今有圆材径二尺五寸，欲为方版，令厚七寸。问︰广几何？,现在有一个直径为二尺五寸的圆材，想把它切成方板，使其厚度为7寸。问方板的宽度是多少？,二尺四寸。,,,34,令径二尺五寸自乘，以七寸自乘减之，其馀开方除之，即广。
九章算术,卷第九　句股,〔五〕,今有木长二丈，围之三尺。葛生其下，缠木七周，上与木齐。问︰葛长几何？,现在有一个长为二丈，周长为三尺的树。葛生长在木条下面的部分，缠绕了木条7遍，上面的部分与木条齐平。问：葛的长度是多少？,二丈九尺。,,,34,以七周乘三尺为股，木长为句，为之求弦。弦者，葛之长。
九章算术,卷第九　句股,〔六〕,今有池方一丈，葭生其中央，出水一尺。引葭赴岸，适与岸齐。问︰水深、葭长各几何？,现在有一个正方形大水池，边长一丈，其正中长有一根葭，露出水面一尺。将葭拉到岸边，刚好与岸边齐平。问：水深是多少，葭长是多少？,水深一丈二尺；葭长一丈三尺。,,,34,半池方自乘，以出水一尺自乘，减之，馀，倍出水除之，即得水深。加出水数，得葭长。
九章算术,卷第九　句股,〔七〕,今有立木，系索其末，委地三尺。引索却行，去本八尺而索尽。问︰索长几何？,现在有一颗直立的大树，把树的末端系上绳子，在地上有三尺。将绳子拖着走动，走的距离离树根部八尺时而绳子绷直。问：绳子长多少？,一丈二尺、六分尺之一。,,,34,以去本自乘，令如委数而一，所得，加委地数而半之，即索长
九章算术,卷第九　句股,〔八〕,今有垣高一丈。倚木于垣，上与垣齐。引木却行一尺，其木至地。问︰木几何？,现在有一个高一丈的墙，将木头靠在墙上，木头顶部与墙齐。将木远离墙移动一尺，木头就平躺在地面了。问：木头长度是多少？,五丈五寸。,,,34,以垣高十尺自乘，如却行尺数而一，所得，以加却行尺数而半之，即木长数。
九章算术,卷第九　句股,〔九〕,今有圆材，埋在壁中，不知大小。以鐻鐻之，深一寸，鐻道长一尺。问︰径几何？,现在有一块圆形的材料，被埋在墙壁里，不知道大小。用鐻子(一种测量工具)测量它，深一寸，鐻子长一尺。问：它的直径是多少？,材径二尺六寸。,,,34,半鐻道自乘，如深寸而一，以深寸增之，即材径。
九章算术,卷第九　句股,〔一〇〕,今有开门去阃一尺，不合二寸。问︰门广几何？,现在有一个门，把门打开离门槛一尺，中间开口长二寸。问门有多宽？,一丈一寸。,,,34,以去阃一尺自乘，所得，以不合二寸半之而一，所得，增不合之半，即得门广。
九章算术,卷第九　句股,〔一一〕,今有户高多于广六尺八寸，两隅相去适一丈。问︰户高、广各几何？,现在有一个房屋，高度超过宽度六尺八寸，两对角距离一丈。问这个房屋的高度和宽度各是多少？,广二尺八寸；高九尺六寸。,,,34,令一丈自乘为实。半相多，令自乘，倍之，减实，半其馀。以开方除之，所得，减相多之半，即户广。加相多之半，即户高。
九章算术,卷第九　句股,〔一二〕,今有户不知高广，竿不知长短。横之不出四尺，从之不出二尺，邪之适出。问︰户高、广、邪各几何？,现在有一个房屋，不知道房屋的高度和宽度，有一根木杆，也不知道长短。横着超过四尺，竖着超过两尺，如果斜着，就刚好。问这个房屋高、宽、对角线各是多少？,广六尺，高八尺，袤一丈。,,,34,从、横不出相乘，倍，而开方除之。所得加从不出即户广，加横不出即户高，两不出加之，得户袤。
九章算术,卷第九　句股,〔一三〕,今有竹高一丈，末折抵地，去本三尺。问︰折者高几何？,现在有一个高为一丈的竹子，它被人折断后末尾抵在地上，距离树根三尺。问：折断竹子的人身高多少？,四尺、二十分尺之十一。,,,34,以去本自乘，令如高而一，所得，以减竹高而半其馀，即折者之高也。
九章算术,卷第九　句股,〔一四〕,今有二人同所立。甲行率七，乙行率三。乙东行。甲南行十步而邪东北与乙会。问︰甲乙行各几何？,现在有两个人在同一个地方站立。同样时间内，甲的步伐是七步，乙的步伐是三步。乙向东走。甲南行十步，然后朝着东北方向和乙相遇。问甲和乙分别走了多少步？,乙东行一十步半；甲邪行一十四步半及之。,,,34,令七自乘，三亦自乘，并而半之，以为甲邪行率。邪行率减于七自乘，馀为南行率。以三乘七为乙东行率。置南行十步，以甲邪行率乘之，副置十步，以乙东行率乘之，各自为实。实如南行率而一，各得行数。
九章算术,卷第九　句股,〔一五〕,今有句五步，股十二步。问︰句中容方几何？,现在有一个直角三角形直角短边是五步，直角长边是十二步。问：三角形的内接正方形的边长是多少？,方三步、十七分步之九。,,,34,并句、股为法，句股相乘为实，实如法而一，得方一步。
九章算术,卷第九　句股,〔一六〕,今有句八步，股十五步。问︰句中容圆，径几何？,现在有一个直角三角形直角短边是八步，直角长边是十五步。问三角形内接圆直径是多少？,六步。,,,34,八步为句，十五步为股，为之求弦。三位并之为法，以句乘股，倍之为实。实如法得径一步。
九章算术,卷第九　句股,〔一七〕,今有邑方二百步，各中开门。出东门十五步有木。问︰出南门几何步而见木？,现在有一个边长二百步的邑，每个边中间都有门。从东门出去十五步的地方有棵树。问从南门出去多少步才能看到这棵树？,六百六十六步、太半步。,,,34,出东门步数为法，半邑方自乘为实，实如法得一步。
九章算术,卷第九　句股,〔一八〕,今有邑，东西七里，南北九里，各中开门。出东门十五里有木。问︰出南门几何步而见木？,现在有一个邑，东西有七里长，南北有九里长，每个方向都有门。从东门出去十五里有树。问：从南门出去多少步才能看到树？,三百一十五步。,,,34,东门南至隅步数，以乘南门东至隅步数为实。以木去门步数为法。实如法而一。
九章算术,卷第九　句股,〔一九〕,今有邑方不知大小，各中开门。出北门三十步有木，出西门七百五十步见木。问︰邑方几何？,现在有一个未知大小的正方形邑，各个方向中间都有门。从北门走三十步有一棵树，从西门走七百五十步看见树。问：这个邑的边长是多少？,一里。,,,34,令两出门步数相乘，因而四之，为实。开方除之，即得邑方。
九章算术,卷第九　句股,〔二〇〕,今有邑方不知大小，各中开门。出北门二十步有木。出南门十四步，折而西行一千七百七十五步见木。问︰邑方几何？,现在有一个不知大小的方邑，每个方向都有一个门。距离北门出来二十步有一棵树，从南门出来十四步，沿着西方向走一千七百五十五步，看见树。问：这个邑的边长是多少？,二百五十步。,,,34,以出北门步数乘西行步数，倍之，为实。并出南门步数为从法，开方除之，即邑方。
九章算术,卷第九　句股,〔二一〕,今有邑方十里，各中开门。甲乙俱从邑中央而出。乙东出；甲南出，出门不知步数，邪向东北磨邑，适与乙会。率甲行五，乙行三。问︰甲、乙行各几何？,现在有一个边长十里的邑，每个方向都有一个门。甲乙两个都从邑的中央出发。乙从东边出去；甲从南边出去，出门不知道走了多少步，然后向东北方向走了，刚好与乙相遇。甲的速度是五，乙的速度是三。问：甲、乙分别走了几步？,甲出南门八百步，邪东北行四千八百八十七步半，及乙。乙东行四千三百一十二步半。,,,34,令五自乘，三亦自乘，并而半之，为邪行率。邪行率减于五自乘者，馀，为南行率。以三乘五，为乙东行率。置邑方半之，以南行率乘之，如东行率而一，即得出南门步数。以增邑方半，即南行。置南行步求弦者，以邪行率乘之，求东者以东行率乘之，各自为实。实如南行率得一步。
九章算术,卷第九　句股,〔二二〕,有木去人不知远近。立四表，相去各一丈，令左两表与所望参相直。从后右表望之，入前右表三寸。问︰木去人几何？,有一棵树不知道距离人多远。立四个表，它们之间的距离各是一丈，让左边两表与所望之处对齐。从后面右表向前面右表看，距离前面右表三寸。问：树距离人有多远？,三十三丈三尺三寸、少半寸。,,,34,令一丈自乘为实，以三寸为法，实如法而一。
九章算术,卷第九　句股,〔二三〕,有山居木西，不知其高。山去木五十三里，木高九丈五尺。人立木东三里，望木末适与山峰斜平。人目高七尺。问︰山高几何？,有一座山位于树的西边，不知道它有多高。山距离树的西边有五十三里，木的高度是九丈五尺。人站在木的东边三里处，看到树的末端恰好与山峰的斜线平行。人的眼睛高七尺。问：山的高度多少？,一百六十四丈九尺六寸、太半寸。,,,34,置木高减人目高七尺，馀，以乘五十三里为实。以人去木三里为法。实如法而一，所得，加木高即山高。
九章算术,卷第九　句股,〔二四〕,今有井径五尺，不知其深。立五尺木于井上，从木末望水岸，入径四寸。问︰井深几何,现有一口井，井口直径为五尺，不知道井的深度。在井上竖立了五尺高的木柱，从木柱的末端看向水岸，投入水面直径为四寸。问：井的深度是多少？,五丈七尺五寸。,,,34,置井径五尺，以入径四寸减之，馀，以乘立木五尺为实。以入径四寸为法。实如法得一寸。
